epoch,loss,acc
1,29.220694364927482,0.52
2,28.488692806059383,0.5403333333333333
3,28.224454527898903,0.5786666666666667
4,27.24559477987386,0.7273333333333334
5,25.601956810538223,0.8223333333333334
6,23.749822558648674,0.8531666666666666
7,21.11386171476109,0.8963333333333333
8,18.55233724098506,0.9078333333333334
9,16.67923929130803,0.9253333333333333
10,15.40123359156674,0.9383333333333334
11,14.475494121941994,0.9376666666666666
12,13.73886522801574,0.9303333333333333
13,13.210141569208375,0.948
14,12.75426529282526,0.94
15,12.38878637921019,0.9485
16,12.062721183785438,0.9405
17,11.857471244005303,0.938
18,11.633243643392728,0.947
19,11.472183917316999,0.9486666666666667
20,11.26804469701812,0.9516666666666667
21,11.226414785610409,0.9521666666666667
22,11.032687070265128,0.9438333333333333
23,7.806278048001473,0.9763333333333334
24,6.726174446809681,0.9766666666666667
25,6.2302494070527255,0.9786666666666667
26,5.920489817019657,0.978
27,5.688326216655856,0.9768333333333333
28,5.5173226266395385,0.9788333333333333
29,4.844597934201544,0.9793333333333333
30,4.688011404365737,0.9788333333333333
31,4.605440239536213,0.9785
32,4.536172769737458,0.9786666666666667
33,4.477629322034838,0.9791666666666666
34,4.427538088389805,0.9778333333333333
35,4.37515584314902,0.978
36,4.282603469018325,0.9773333333333334
37,4.269578754298465,0.9768333333333333
38,4.25973844957298,0.978
39,4.252089930867988,0.978
40,4.245652248942544,0.9783333333333334
41,4.244477125603383,0.9778333333333333
42,4.235339247603786,0.9783333333333334
43,4.2255977042212125,0.978
44,4.221836843694423,0.977
45,4.218225126995949,0.977
46,4.210321703160976,0.9778333333333333
47,4.206480669894825,0.9776666666666667
48,4.199233467586933,0.978
49,4.189116822855277,0.9778333333333333
50,4.190931100544967,0.9775
51,4.184631678867662,0.9778333333333333
52,4.177596746064949,0.9788333333333333
53,4.172530738521615,0.977
54,4.166568010274418,0.9776666666666667
55,4.162132481219932,0.9771666666666666
56,4.155867275156508,0.9776666666666667
57,4.151488284828693,0.9781666666666666
58,4.14148874089742,0.9781666666666666
59,4.138926061924183,0.9775
60,4.135864641588638,0.9765
