epoch,loss,acc
1,56.049062688058676,0.706
2,47.716102951630404,0.8505
3,35.563926237516824,0.9033333333333333
4,27.581414166018455,0.9445
5,23.93380738438664,0.9336666666666666
6,22.010689806853122,0.9413333333333334
7,20.87553103330161,0.9508333333333333
8,20.219535114365442,0.9303333333333333
9,19.699169609124255,0.9253333333333333
10,19.247346316733342,0.9505
11,19.02958709362996,0.934
12,18.720628924375482,0.9373333333333334
13,18.563330641824766,0.949
14,11.957530196866864,0.9768333333333333
15,9.709152447624524,0.977
16,8.829111005123107,0.978
17,8.34442704044256,0.9768333333333333
18,8.023777920057316,0.9736666666666667
19,7.852475953867546,0.973
20,7.7898843197703505,0.9751666666666666
21,7.737703596369123,0.9776666666666667
22,7.660306730395123,0.9743333333333334
23,5.569858558537986,0.9763333333333334
24,4.9164232326035835,0.9773333333333334
25,4.589493731964783,0.9766666666666667
26,4.346525731891854,0.9766666666666667
27,4.141451300395372,0.9753333333333334
28,3.9657065386437633,0.975
29,3.6857633429106578,0.9761666666666666
30,3.6323507270121262,0.9756666666666667
31,3.6065917500559412,0.9755
32,3.5882318531573882,0.976
33,3.561839121204494,0.9765
34,3.5448489762514863,0.9756666666666667
35,3.5160094583218786,0.9763333333333334
36,3.5064027229330628,0.977
37,3.5054862589955187,0.976
38,3.5013655350409563,0.9756666666666667
39,3.505053570593722,0.9763333333333334
40,3.5006095404857405,0.9755
41,3.4965967972553584,0.9746666666666667
42,3.492504378632331,0.9751666666666666
43,3.496993250214671,0.9763333333333334
44,3.4951313422211,0.9768333333333333
45,3.4904504781954353,0.9743333333333334
46,3.4964640828006757,0.9761666666666666
47,3.4931879538985124,0.9753333333333334
48,3.4922127175841404,0.9746666666666667
49,3.486027447278661,0.976
50,3.494592836864213,0.9756666666666667
51,3.4894571745863425,0.9768333333333333
52,3.4897069738962987,0.9758333333333333
53,3.491842168052188,0.9748333333333333
54,3.487899584804222,0.9761666666666666
55,3.4945487762744873,0.9763333333333334
56,3.4924324359678343,0.9765
57,3.487365730948454,0.9745
58,3.493271298130684,0.9765
59,3.4835523434966698,0.9758333333333333
60,3.484803127547932,0.9765
