epoch,loss,acc
1,26.71515671166455,0.8023333333333333
2,20.61356306359544,0.88
3,15.263742819977713,0.9183333333333333
4,12.971655018406164,0.9126666666666666
5,11.806829576118098,0.9416666666666667
6,11.06807925726656,0.9353333333333333
7,10.56866206340359,0.9501666666666667
8,10.149196250543582,0.9403333333333334
9,9.865699225458606,0.9436666666666667
10,9.618317022334947,0.9476666666666667
11,9.409084821853003,0.9515
12,9.254941183661733,0.954
13,9.12583550063098,0.9525
14,9.039966095075028,0.9513333333333334
15,8.96052692563015,0.9538333333333333
16,8.83331951743499,0.9515
17,8.787745575842477,0.9498333333333333
18,8.671767148336532,0.9605
19,8.606557775479294,0.9553333333333334
20,8.54894043602643,0.9531666666666667
21,8.485945796569661,0.9578333333333333
22,8.40454809957679,0.961
23,8.361631814137933,0.962
24,8.332958056441953,0.9565
25,8.27355574654342,0.9598333333333333
26,8.253694720840908,0.9531666666666667
27,8.205245538784123,0.953
28,8.169959233291934,0.9563333333333334
29,8.16053085973515,0.9605
30,5.142119504892301,0.9783333333333334
31,4.088546448456972,0.9768333333333333
32,3.684619338844109,0.9791666666666666
33,3.45724082673489,0.9775
34,3.33230887553638,0.9771666666666666
35,3.2795507328121896,0.9788333333333333
36,3.262311610257016,0.9751666666666666
37,3.2668273824573837,0.9776666666666667
38,3.2697556891991324,0.9743333333333334
39,2.3238966868266764,0.9773333333333334
40,2.0297851851309665,0.9791666666666666
41,1.8842267866083615,0.9805
42,1.7738975414764866,0.9798333333333333
43,1.6865965911806267,0.9801666666666666
44,1.6098480287686823,0.9813333333333333
45,1.5387519101183706,0.9783333333333334
46,1.4768252425542485,0.9785
47,1.422524969940662,0.9788333333333333
48,1.367706375088051,0.978
49,1.3169963849923274,0.9768333333333333
50,1.2674515834532227,0.9786666666666667
51,1.1640564489059868,0.978
52,1.1466624967656436,0.9786666666666667
53,1.1345205962941423,0.9773333333333334
54,1.1270964480006311,0.978
55,1.1159876015006291,0.978
56,1.109455896862622,0.9771666666666666
57,1.0978478328119985,0.9775
58,1.0974479591768505,0.9766666666666667
59,1.0989720981731994,0.9781666666666666
60,1.0969589725225348,0.9785
