epoch,loss,acc
1,27.630134196329706,0.6503333333333333
2,25.10169472710488,0.6856666666666666
3,22.630270188785378,0.7513333333333333
4,20.388601369611056,0.794
5,18.81620944337448,0.8696666666666667
6,17.641808186929058,0.8983333333333333
7,16.7327347499045,0.8963333333333333
8,16.01271519269396,0.9093333333333333
9,15.424047727552656,0.9111666666666667
10,14.964452185700527,0.9211666666666667
11,14.594885290808833,0.9216666666666666
12,14.259965516853118,0.9303333333333333
13,13.962845265932373,0.9275
